tag,policy,jerk,info,d_adopt_target,branch_id,adoption_found,adoption_before_approach_end,t_info,v,a,d_true,d_est,backup_distance,release_margin,m_true,m_est,phase,truth,approach_override,subsequent_approach_override
v6_formal_v22,constant,4.0,cons,67.0000000000002,02b7a605afda,True,True,145.0,13.446942079418173,-1.2126879409948685,76.24650845767292,72.71322963332537,26.51397842830731,13.446942079418173,49.732530029365606,46.19925120501806,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,min,56.0000000000002,02cae198ded8,True,True,144.5,18.796473213562017,-3.5,66.24977917996421,72.65798012483371,50.69310267459112,17.546473213562017,15.55667650537309,21.964877450242597,red,red,True,False
v6_formal_v22,constant,3.0,min,100.0000000000002,03f844fe29ae,True,True,142.5,22.22222222222222,0.0,108.75048205348412,114.08485678352865,78.50000000000003,22.22222222222222,30.25048205348409,35.58485678352862,red,red,False,False
v6_formal_v22,constant,4.0,min,78.0000000000002,0548319f4a0b,True,True,143.5,21.848852921018583,-0.7467386024072766,86.6216021565624,90.66388023666318,70.62148585409807,21.848852921018583,16.000116302464335,20.042394382565107,red,red,True,True
v6_formal_v22,constant,3.0,cons,89.0000000000002,0694ddeb1271,True,True,143.5,16.77320990431456,-2.926107605620814,97.9879068003147,100.49922228070201,40.42274704549415,16.060156101504152,57.565159754820556,60.076475235207866,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,cons,120.0000000000002,072dcca48582,True,True,142.0,16.802866329824266,-2.0191500186920166,127.25726887576093,152.02917918597672,41.9063503547278,16.28371631113225,85.35091852103312,110.12282883124891,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,cons,100.0000000000002,073391fa95e9,True,True,143.5,15.401199626176197,-0.7592810839414597,103.80255513182419,114.79104437694818,35.62942601441728,15.401199626176197,68.17312911740692,79.1616183625309,red,red,True,True
v6_formal_v22,constant,4.0,cons,150.0000000000002,0a60e20cfd92,True,True,140.5,20.622573912962945,-0.455533969251249,154.78077923756155,156.23156062958424,63.92578331618032,20.622573912962945,90.85499592138123,92.30577731340392,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,min,56.0000000000002,0ac77d018bd8,True,True,146.0,14.209843261374367,-0.6520553529262543,60.69925405756385,59.469813770329374,31.71272315498855,14.209843261374367,28.9865309025753,27.757090615340825,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,cons,150.0000000000002,0cad23f8797e,True,True,140.5,19.772785986213524,-2.1551098227500916,154.99322621924875,156.48649700760905,56.00032292417437,19.69523107483848,98.99290329507438,100.48617408343468,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,min,150.0000000000002,0cb4ac07cddb,True,True,140.5,21.72222222222222,-1.0,153.31992649792937,154.31260152180988,73.88194444444447,21.72222222222222,79.4379820534849,80.43065707736541,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,min,120.0000000000002,0d7df33d10a2,True,True,142.0,18.346932960881126,-2.375289261341095,123.17423779526598,147.26215728295165,48.8831748912732,17.47164369954003,74.29106290399278,98.37898239167845,red,red,False,False
v6_formal_v22,constant,4.0,cons,44.0000000000002,0d8d8c7eafc8,True,True,147.0,11.294992791853044,-1.6429802206145112,51.241705573937,61.05458791699232,18.333726573522398,11.294992791853044,32.9079790004146,42.72086134346992,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,cons,120.0000000000002,0ec26bcd4aa3,True,True,142.0,18.48860534707975,-0.837496429681778,125.65192031244806,148.02181959647828,55.187347260529755,18.48860534707975,70.46457305191831,92.83447233594853,red,red,False,False
v6_formal_v22,constant,3.0,min,89.0000000000002,10646af7b13d,True,True,143.0,22.22222222222222,0.0,97.6393709423728,103.10500546009115,78.50000000000003,22.22222222222222,19.13937094237278,24.60500546009112,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,min,120.0000000000002,10e1cd662c48,True,True,141.5,22.22222222222222,0.0,130.97270427570675,139.2276950764974,84.86805555555559,22.22222222222222,46.10464872015116,54.359639520941826,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,min,120.0000000000002,111ac26d3e46,True,True,142.0,17.65928833021058,-2.375289261341095,124.28379358360417,147.8670930093797,44.733941651052916,17.47164369954003,79.54985193255125,103.13315135832677,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,min,150.0000000000002,11ba507fe3bf,True,True,140.5,21.47222222222222,-1.5,153.38242649792937,154.3876015218099,67.57638888888891,21.47222222222222,85.80603760904046,86.81121263292098,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,early,,1300f8288caf,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,84.86805555555559,22.22222222222222,101.66020427570773,94.3430497911241,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,min,56.0000000000002,149d42957188,True,True,144.5,18.796333595281364,-3.5,66.18713872984654,72.6444941862215,50.62983477404751,18.046333595281364,15.557303955799028,22.014659412173984,red,red,True,True
v6_formal_v22,constant,3.0,cons,44.0000000000002,14f8c89a577a,True,True,147.0,11.279907971309445,-1.6236527613418268,51.159182234221134,48.15254016482263,18.974221764742957,11.218081590638532,32.18496046947818,29.178318400079675,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,min,78.0000000000002,1699c052af5c,True,True,143.5,21.72336259336185,-0.9977192577207461,86.65297473847659,90.70152733496019,70.65285843534934,21.72336259336185,16.000116303127243,20.048668899610846,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,min,78.0000000000002,171d06b54227,True,True,144.5,15.187926290763748,-0.6520553529262543,82.74758122166804,77.75966547547034,36.02255068346858,15.187926290763748,46.72503053819946,41.73711479200176,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,cons,44.0000000000002,176c6f4ec527,True,True,147.0,11.153052958844594,-1.0165635835662208,52.117482274190934,60.21231479681577,18.5975767408956,11.153052958844594,33.51990553329533,41.61473805592017,red,red,False,False
v6_formal_v22,constant,3.0,min,78.0000000000002,182f0c763eaa,True,True,143.5,21.72336259336185,-0.9977192577207461,86.65297473847659,90.70152733496019,70.65285843534934,21.72336259336185,16.000116303127243,20.048668899610846,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,early,,190376f19ace,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,75.38194444444446,22.22222222222222,111.14631538681886,103.82916090223523,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,cons,150.0000000000002,1909728ec7d6,True,True,140.5,19.83159135786229,-2.0191500186920166,154.73311214152636,156.41650681158288,57.97898775630513,19.312441339170274,96.75412438522123,98.43751905527775,red,red,True,True
v6_formal_v22,constant,4.0,min,56.0000000000002,19d7ede23ce9,True,True,144.5,18.796333595281364,-3.5,66.18713872984654,72.6444941862215,50.62983477404751,18.046333595281364,15.557303955799028,22.014659412173984,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,early,,1a51384df45e,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,78.50000000000003,22.22222222222222,108.02825983126328,100.71110534667966,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,cons,89.0000000000002,1a552d076f43,True,True,143.5,16.77320990431456,-2.926107605620814,97.9879068003147,100.49922228070201,40.42274704549415,16.060156101504152,57.565159754820556,60.076475235207866,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,cons,78.0000000000002,1d9ac33d8def,True,True,144.5,14.71907250061496,-0.604973167181015,88.76170755802377,84.26889551418799,32.887758272507654,14.71907250061496,55.87394928551612,51.381137241680335,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,min,67.0000000000002,1ed854a27380,True,True,144.0,20.546473213562017,-2.3537787595996633,76.08551578674542,77.01058161464188,60.52883928137213,20.119583833762185,15.55667650537329,16.48174233326975,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,min,44.0000000000002,1fb448dbd8df,True,True,146.0,15.586949503256214,-1.939516098704189,51.85943346676231,57.968612550115274,36.39480105490655,15.11719145390412,15.46463241185576,21.573811495208723,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,min,100.0000000000002,2029ab1c6b6a,True,True,142.5,22.22222222222222,0.0,108.75048205348412,114.08485678352865,78.50000000000003,22.22222222222222,30.25048205348409,35.58485678352862,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,cons,100.0000000000002,216cec629308,True,True,143.0,17.355915736956117,-1.6326896101236343,107.60465977042986,110.6107100327618,45.589440860736964,17.0395709318943,62.0152189096929,65.02126917202483,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,cons,100.0000000000002,21e65a2871fe,True,True,143.0,17.324929978120487,-1.6225173628267555,107.87190962909654,110.64433290004979,44.0211711538889,17.26367129670711,63.850738475207635,66.62316174616089,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,cons,67.0000000000002,284bd8cc722c,True,True,145.5,13.532462025159296,-0.9276254387729175,74.05224888007706,73.81157811935373,30.534368211528562,13.532462025159296,43.5178806685485,43.27720990782517,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,cons,120.0000000000002,29ad3ace2900,True,True,142.0,18.91237131274578,0.018372120478659326,125.5020927131095,147.87318984013464,57.96758868080119,18.91237131274578,67.53450403230832,89.90560115933346,red,red,False,False
v6_formal_v22,constant,2.0,min,120.0000000000002,29fe54a0ad7c,True,True,141.5,22.22222222222222,0.0,130.97270427570675,139.2276950764974,84.86805555555559,22.22222222222222,46.10464872015116,54.359639520941826,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,min,56.0000000000002,2a0a5f6bfa79,True,True,145.5,16.75612611344291,-1.045444855466485,60.1550948413269,59.255964205811594,42.54769903548167,16.75612611344291,17.60739580584523,16.708265170329923,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,min,100.0000000000002,2a60ebc03655,True,True,143.0,16.711621148718727,-1.1976671814918518,106.5358388441391,110.688225302259,41.963646187550495,16.711621148718727,64.57219265658861,68.7245791147085,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,min,56.0000000000002,2c2344c89b18,True,True,144.5,18.76884543598667,-3.2324777849202633,66.58186707650611,72.8424927356315,50.791149897926665,16.920128758606275,15.790717178579449,22.05134283770483,red,red,True,True
v6_formal_v22,constant,3.0,early,,2cf42b61de6d,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,78.50000000000003,22.22222222222222,108.02825983126328,100.71110534667966,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,min,150.0000000000002,2e26116efd05,True,True,140.5,22.22222222222222,0.0,153.19492649792937,154.1626015218099,75.38194444444446,22.22222222222222,77.81298205348492,78.78065707736545,red,red,True,True
