tag,policy,jerk,info,d_adopt_target,branch_id,adoption_found,adoption_before_approach_end,t_info,v,a,d_true,d_est,backup_distance,release_margin,m_true,m_est,phase,truth,approach_override,subsequent_approach_override
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,cons,120.0000000000002,307c7a4f12e3,True,True,142.0,18.979027770921032,0.14395100214189682,125.67505182739478,147.87313865286836,55.950024120688184,18.979027770921032,69.7250277067066,91.92311453218018,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,min,89.0000000000002,30e50eaf6c06,True,True,143.0,22.22222222222222,0.0,97.6393709423728,103.10500546009115,75.38194444444446,22.22222222222222,22.25742649792835,27.723061015646692,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,min,150.0000000000002,314225c8012d,True,True,140.5,21.72222222222222,-1.0,153.31992649792937,154.31260152180988,73.88194444444447,21.72222222222222,79.4379820534849,80.43065707736541,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,cons,150.0000000000002,33229ec8646b,True,True,140.5,20.42241815236741,-0.837496429681778,154.58540544290008,156.23925877323134,66.5745089816261,20.42241815236741,88.01089646127399,89.66474979160525,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,min,120.0000000000002,337fa6ff19b7,True,True,142.0,17.90928833021058,-2.375289261341095,123.84629358360417,147.53569232578596,46.046441651052916,17.47164369954003,77.79985193255125,101.48925067473304,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,min,120.0000000000002,356176a93ee0,True,True,141.5,22.22222222222222,0.0,130.97270427570675,139.2276950764974,75.38194444444446,22.22222222222222,55.59075983126229,63.845750632052955,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,cons,78.0000000000002,369efa07a4b0,True,True,144.5,14.730413583492574,-0.4682776778936386,88.1161051545132,82.90449303998979,37.6597984542279,14.730413583492574,50.45630670028531,45.24469458576189,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,min,100.0000000000002,36b85662bfa6,True,True,142.5,22.22222222222222,0.0,108.75048205348412,114.08485678352865,84.86805555555559,22.22222222222222,23.882426497928535,29.216801227973065,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,min,89.0000000000002,37d15d32bc8c,True,True,143.5,18.28100372871591,-0.15583479218184948,95.17694463000134,99.1989162274707,58.32201049875263,18.28100372871591,36.85493413124871,40.87690572871807,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,cons,100.0000000000002,39dc2f00a3bf,True,True,143.0,17.919600360704724,-2.0594274102163084,106.97573776158197,110.15231753767019,46.035501803523616,17.88988665559657,60.94023595805835,64.11681573414657,red,red,False,False
v6_formal_v22,constant,3.0,cons,67.0000000000002,3a69b7b3d29f,True,True,145.0,12.937271076567898,-1.7488235336562035,75.93639782828404,71.96261520935984,24.579325353231255,12.812859309739796,51.35707247505279,47.383289856128584,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,min,100.0000000000002,3b1893c96211,True,True,143.0,16.99160303009881,-1.3353706002235413,105.5099596324153,109.26701714835598,44.82384744948811,16.823917729987038,60.68611218292719,64.44316969886786,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,min,44.0000000000002,3cd06d79793a,True,True,146.5,14.130931804629249,-0.3005562489852309,52.14556410999194,58.9822473967493,35.898564220289686,14.130931804629249,16.246999889702252,23.083683176459616,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,cons,67.0000000000002,3cf6279a3660,True,True,145.0,13.673949928562147,-1.9317004945487746,76.76548084162232,74.09375206954643,27.073861286969645,13.45809968128776,49.691619554652675,47.01989078257678,red,red,True,True
v6_formal_v22,constant,2.0,cons,56.0000000000002,433870f5d94a,True,True,146.0,12.0950480946451,-0.8498261340827504,61.338299147613725,64.10651928578629,25.094495419150178,12.0950480946451,36.24380372846355,39.01202386663611,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,min,100.0000000000002,457071fb4542,True,True,143.0,16.541411442889107,-1.1178768873214722,107.18344369705392,110.89641133362629,40.05648135724995,16.541411442889107,67.12696233980397,70.83992997637634,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,cons,100.0000000000002,460eb1b0b877,True,True,143.0,15.850378354465303,-0.8858259320259094,110.94731204444906,122.22926055023063,41.14953697260008,15.850378354465303,69.79777507184897,81.07972357763055,red,red,True,True
v6_formal_v22,constant,4.0,cons,120.0000000000002,4613735256cc,True,True,142.0,18.979027770921032,0.14395100214189682,125.67505182739478,147.87313865286836,55.950024120688184,18.979027770921032,69.7250277067066,91.92311453218018,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,cons,44.0000000000002,46815ddb2e68,True,True,147.0,11.294992791853044,-1.6429802206145112,51.241705573937,61.05458791699232,18.333726573522398,11.294992791853044,32.9079790004146,42.72086134346992,red,red,False,False
v6_formal_v22,constant,2.0,min,89.0000000000002,46d25895a9ab,True,True,143.0,22.026662908352186,-0.3911186277400702,97.68826077084032,103.16367325425216,79.90990698171666,22.026662908352186,17.778353789123656,23.2537662725355,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,cons,78.0000000000002,47b62ca4436c,True,True,144.5,14.639800175836534,-2.3626780627314936,83.84391836772193,80.38310064659802,30.84415074730527,14.208461144470787,52.999767620416655,49.53894989929275,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,cons,56.0000000000002,49b8f4cd0a0f,True,True,146.0,12.541248002467874,-0.5432226145438435,63.16033840365526,64.39609397602446,25.204040433802803,12.541248002467874,37.95629796985246,39.19205354222166,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,early,,4a88ced791f5,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,75.38194444444446,22.22222222222222,111.14631538681886,103.82916090223523,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,min,89.0000000000002,4d2d1dfade40,True,True,143.5,16.323917729987038,-1.3353706002235413,97.18107944239364,100.1598184172831,41.48828416648838,16.156232429875267,55.69279527590526,58.67153425079473,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,cons,67.0000000000002,51530343203d,True,True,145.0,12.937271076567898,-1.7488235336562035,75.93639782828404,71.96261520935984,24.579325353231255,12.812859309739796,51.35707247505279,47.383289856128584,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,cons,150.0000000000002,52952a3c7ec2,True,True,140.5,20.460110512194376,-0.7621117100278454,154.57598235294336,156.22795106528326,67.24354836855473,20.460110512194376,87.33243398438863,88.98440269672854,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,early,,52d17b278106,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,75.38194444444446,22.22222222222222,111.14631538681886,103.82916090223523,red,red,False,False
v6_formal_v22,constant,3.0,cons,100.0000000000002,5309da48bcaa,True,True,143.0,18.236263707124966,-1.426107605620814,106.7402752031744,110.05733634121792,49.17511544835403,18.236263707124966,57.56515975482038,60.88222089286389,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,2.0,min,78.0000000000002,5333916437a5,True,True,143.5,21.429948888052024,-1.1934280406003208,86.82410782173929,91.11034477441694,70.82496931687328,21.333234867751862,15.99913850486601,20.285375457543665,red,red,True,True
v6_formal_v22,constant,2.0,cons,120.0000000000002,53d1cc78bd69,True,True,142.0,18.731704731953922,-0.3473499252265313,125.5358113660327,147.93870804376743,59.47717776953606,18.731704731953922,66.05863359649663,88.46153027423136,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,min,56.0000000000002,546bab0b2d9b,True,True,146.0,14.206462098492516,-0.6085362285375595,61.57097404376418,63.87846362406093,30.68484296546214,14.206462098492516,30.886131078302043,33.19362065859879,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,min,44.0000000000002,55360cab1af1,True,True,146.5,14.226463525949253,0.04000285491347313,54.46274263765372,60.41955781782366,32.04247569511128,14.226463525949253,22.42026694254244,28.37708212271238,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,cons,89.0000000000002,55b203a604a7,True,True,144.0,15.022033667058711,-0.8262444511055946,95.80832168758434,99.38858921768775,34.90588204316481,15.022033667058711,60.90243964441953,64.48270717452294,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,cons,44.0000000000002,569afee6e717,True,True,147.0,11.279907971309445,-1.6236527613418268,51.159182234221134,48.15254016482263,18.974221764742957,11.218081590638532,32.18496046947818,29.178318400079675,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,cons,56.0000000000002,575112638f3e,True,True,146.0,12.780723346157254,-0.5872869502421132,63.61462911230319,60.46704798191413,26.02496038516601,12.780723346157254,37.58966872713718,34.44208759674812,red,red,True,True
v6_formal_v22,constant,3.0,min,120.0000000000002,57a7002dc4ed,True,True,141.5,22.22222222222222,0.0,130.97270427570675,139.2276950764974,78.50000000000003,22.22222222222222,52.47270427570672,60.72769507649738,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,min,150.0000000000002,59777ac663ec,True,True,140.5,21.275876296891106,-1.8926918506622314,153.43151297926215,154.44650529940924,64.84275778134665,21.275876296891106,88.5887551979155,89.60374751806259,red,red,True,True
v6_formal_v22,constant,4.0,min,100.0000000000002,5990cd3a33c3,True,True,142.5,22.22222222222222,0.0,108.75048205348412,114.08485678352865,75.38194444444446,22.22222222222222,33.36853760903966,38.70291233908419,red,red,True,True
v6_formal_v22,constant,4.0,min,67.0000000000002,5b5d00061ace,True,True,144.0,20.546333595281364,-2.6050386514744366,76.02280552748744,76.98803524114787,60.46550157168819,20.243814269544146,15.557303955799242,16.522533669459676,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,min,89.0000000000002,5b86a4ad0a5c,True,True,143.5,18.419372124396936,-0.011644264333881438,96.00481888194827,99.2090422532563,52.463480490306736,18.419372124396936,43.54133839164153,46.74556176294956,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,min,89.0000000000002,5ccf7824a4b5,True,True,143.5,15.98247299922837,-1.1178768873214722,99.05247258652435,105.45124699025101,37.48314011096954,15.98247299922837,61.5693324755548,67.96810687928146,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,cons,78.0000000000002,5d1989713b7f,True,True,144.5,14.72863140875197,-0.5868045166134834,88.37065541863149,84.21405751619018,34.09438174158021,14.72863140875197,54.27627367705128,50.11967577460997,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,min,150.0000000000002,5e015014c0f2,True,True,140.5,21.47222222222222,-1.5,153.38242649792937,154.3876015218099,67.57638888888891,21.47222222222222,85.80603760904046,86.81121263292098,red,red,False,False
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,cons,89.0000000000002,5e491a1200a0,True,True,143.5,16.213833899514896,-3.4115329223796564,98.44237919652687,104.93538244259139,37.71225254781703,15.508067438325067,60.73012664870984,67.22312989477436,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,min,56.0000000000002,60732680fd4a,True,True,145.5,16.764312061455307,-1.0994919538497925,60.41319181252675,60.1045976386994,41.210266916883285,16.764312061455307,19.202924895643463,18.894330721816118,red,red,True,True
v6_formal_v22,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,cons,78.0000000000002,60cd76267a20,True,True,144.5,13.811682843396,-3.2488235336562035,82.62363630827485,76.46286645362326,27.496731373583998,12.812859309739796,55.126904934690856,48.966135080039265,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,cons,67.0000000000002,611e34aa649e,True,True,145.0,13.634190625403432,-1.6701513524414935,77.05360754401272,73.85020865132088,26.72426250161373,13.634190625403432,50.32934504239899,47.125946149707154,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,cons,89.0000000000002,62a00afc6ec5,True,True,144.0,14.964552422439393,-0.8858259320259094,95.53984665599637,97.38977486295323,36.98468217287364,14.964552422439393,58.55516448312273,60.40509269007959,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,cons,67.0000000000002,62f6cca10f52,True,True,145.5,13.628575072836798,-0.8060416586226218,74.65899771358681,75.97770556473716,28.002972181429772,13.628575072836798,46.656025532157045,47.974733383307395,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,early,,63ac6fa2f4e6,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,78.50000000000003,22.22222222222222,108.02825983126328,100.71110534667966,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,min,120.0000000000002,653bcdeafddb,True,True,142.0,18.43683852089776,-1.8926918506622314,123.6469768659199,147.33377031693777,48.668402234713255,18.43683852089776,74.97857463120664,98.66536808222452,red,red,True,True
v6_formal_v22,constant,4.0,min,89.0000000000002,6619ed2dcc4b,True,True,143.0,22.22222222222222,0.0,97.6393709423728,103.10500546009115,75.38194444444446,22.22222222222222,22.25742649792835,27.723061015646692,red,red,False,False
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,cons,44.0000000000002,662725f9e91a,True,True,147.0,11.987208173864218,-1.1205606891835167,55.040748640833954,70.05578410576638,22.196817488601546,11.987208173864218,32.84393115223241,47.85896661716483,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,min,78.0000000000002,680e17d48fc0,True,True,144.0,18.323979270851446,-0.0752395000308752,86.46525241099607,82.02844517959804,54.1556884895286,18.323979270851446,32.30956392146747,27.872756690069437,red,red,False,False
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,early,,687af60eeb89,True,True,139.0,22.22222222222222,0.0,186.5282598312633,179.2111053466797,84.86805555555559,22.22222222222222,101.66020427570773,94.3430497911241,red,red,True,True
v6_formal_v22,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,min,67.0000000000002,69e12cbb14ad,True,True,144.5,17.8014139060138,-1.045130729675293,77.43390411677956,73.32209886857187,47.84459618238424,17.8014139060138,29.589307934395322,25.477502686187634,red,red,True,True
v6_formal_v22,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,cons,56.0000000000002,6c020d641e0d,True,True,146.5,12.547488518455976,-1.109336354649713,61.174422813914134,63.40908227590472,24.236743323572913,12.547488518455976,36.937679490341225,39.17233895233181,red,red,False,False
v6_formal_v22,constant,4.0,cons,100.0000000000002,6c4460033ee8,True,True,143.0,17.919600360704724,-2.0594274102163084,106.97573776158197,110.15231753767019,46.035501803523616,17.88988665559657,60.94023595805835,64.11681573414657,red,red,False,False
