[constant|stop|j2|early|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 0.00 v@cue None | 高速平顺 True 回退 0/10 | 采纳 d187 v22.2 M+102 (2s)
[constant|stop|j2|cons_d150|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 1.76 v@cue 20.8411663672083 | 高速平顺 True 回退 0/10 | 采纳 d155 v20.5 M+87 (2s)
[constant|stop|j2|cons_d120|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 1.76 v@cue 18.905379694567188 | 高速平顺 True 回退 0/10 | 采纳 d126 v18.7 M+66 (2s)
[constant|stop|j2|cons_d100|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 1.76 v@cue 18.953725372907748 | 高速平顺 True 回退 0/10 | 采纳 d107 v18.7 M+49 (2s)
[constant|stop|j2|cons_d89|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 1.76 v@cue 18.675746013861573 | 高速平顺 True 回退 0/10 | 采纳 d98 v17.9 M+49 (2s)
[constant|stop|j2|cons_d78|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 1.76 v@cue 17.8977666548154 | 高速平顺 True 回退 0/10 | 采纳 d89 v16.6 M+49 (2s)
[constant|stop|j2|cons_d67|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 3.50 v@cue 14.869787295769225 | 高速平顺 True 回退 0/10 | 采纳 d74 v13.4 M+48 (2s)
[constant|stop|j2|cons_d56|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 3.50 v@cue 12.519961161686474 | 高速平顺 True 回退 0/10 | 采纳 d61 v12.1 M+36 (2s)
[constant|stop|j2|cons_d44|cons] 到终 True 违规 0 线前停 True 时间 68.5 E 98 | 准备最大减速 3.50 v@cue 12.061161808828974 | 高速平顺 True 回退 0/10 | 采纳 d49 v11.5 M+27 (2s)
[constant|stop|j2|min_d150|mini] 到终 True 违规 0 线前停 True 时间 69.0 E 102 | 准备最大减速 -0.00 v@cue 22.22222222222222 | 高速平顺 True 回退 0/0 | 采纳 d153 v22.2 M+68 (2s)
[constant|stop|j2|min_d120|mini] 到终 True 违规 0 线前停 True 时间 68.5 E 115 | 准备最大减速 -0.00 v@cue 22.22222222222222 | 高速平顺 True 回退 0/1 | 采纳 d131 v22.2 M+46 (2s)
