branch_id,tag,policy,jerk,adoption,event,trigger,subclass,e,e_propagation,e_update,margin_propagated,margin_updated,innovation_identity_error,v_trigger,a_trigger,d_previous,d_after,crossed15,response,override_flag,post_adoption_override_flag,post_adoption_realized_jerk,realized_jerk,actual_exceedance
013810b0d452,v6_formal_v16,constant,3.0,20,34,33,freeze_crossing,-6.1215357857190735,0.19837558910375241,-6.319911374822826,3.0443452961021613,-2.1589601217590513,0.0,5.678496541108889,-1.587004712831618,19.704048222504085,10.544888577126814,True,34,1,1,3.825990574336764,3.825990574336764,True
01ed7776a8aa,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,23,37,36,highspeed_update,-1.7538124506152517,0.009461609357090506,-1.7632740599723422,0.42094270497772435,-1.0697978780452395,0.0,5.593646165659092,-0.07569287485800177,19.672564232516258,15.11246708971437,False,37,0,0,0.6626165144328258,0.6626165144328258,False
05f67831784c,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,28,37,36,freeze_crossing,-6.7991839901540665,0.054212288711858125,-6.853396278865924,3.0014039595057227,-2.7779024321252344,8.881784197001252e-16,6.173951827147834,-0.4336983096934741,23.63174628908346,13.691374096643617,True,37,1,1,4.74357191261895,4.74357191261895,True
0a59d0d47ef6,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,21,37,36,highspeed_update,-1.7120946178300187,0.014870345815965358,-1.726964963645984,0.4239697700774787,-1.0313106550780375,4.440892098500626e-16,5.6231895650931545,-0.11896276652605314,19.65997108936661,15.12141134317405,False,37,0,0,0.6793474318762945,0.6793474318762945,False
0ba4ead83675,v6_formal_v16,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,3.0,20,34,33,freeze_crossing,-6.1215357857190735,0.19837558910375241,-6.319911374822826,3.0443452961021613,-2.1589601217590513,0.0,5.678496541108889,-1.587004712831618,19.704048222504085,10.544888577126814,True,34,1,1,3.825990574336764,3.825990574336764,True
181357589666,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,18,35,34,freeze_crossing,-3.9919336804700745,0.07545125465045022,-4.067384935120525,1.0556328437631812,-2.3375107846363807,1.3322676295501878e-15,5.573852321564194,-0.6036100372045645,19.242286157885164,12.387975061982543,True,35,1,1,4.50142966542564,4.50142966542564,True
18d4a70699f6,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,11,36,35,freeze_crossing,-4.84189179291814,0.039941362534329006,-4.881833155452469,2.203522927441189,-1.9120850965392302,0.0,5.339734709152778,-0.3195309002734419,18.24030069181596,10.688600181787102,True,36,1,1,6.360938199453116,6.360938199453116,True
1bd9c50020f7,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,26,37,36,freeze_crossing,-6.6570735869309186,-0.0285596557022183,-6.6285139312287,3.666006529039767,-1.9925060198515139,0.0,6.3217657094225945,0.2284772456182136,23.143447361127777,13.35405057518778,True,37,1,1,7.282171073050776,7.282171073050776,True
1da7e87870bf,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,15,35,34,freeze_crossing,-4.116497879579111,0.10333918187932012,-4.219837061458431,2.899606935249908,-0.5994162623923369,8.881784197001252e-16,5.6380162661322695,-0.826713455034696,20.00599473812823,12.967149543603664,True,35,1,1,3.170665399883589,3.170665399883589,True
21ff8c680e51,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,26,27,25,before_adoption,-9.41388652786582,0.12003772846984795,-9.533924256335668,1.142804615630162,-6.858998933055787,1.7763568394002505e-15,14.997319405428396,-0.9603018277601509,59.356385230027975,42.32380127097811,False,26,1,0,0.0,5.079396344479698,True
24b69e0c47e2,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,25,26,25,adoption_step,-9.730558390806934,0.09210931336276662,-9.8226677041697,1.165792664525057,-7.10518196766084,3.552713678800501e-15,15.359683545783218,-0.7368745069027682,59.27902201964398,41.77651254258267,False,26,1,1,5.526250986194464,5.526250986194464,True
2676b6d9ca74,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,15,35,34,highspeed_update,-1.9253508399877894,0.018653094623814592,-1.944003934611604,0.4083963840983058,-1.2281518298913143,8.881784197001252e-16,5.407978922257116,-0.14922475699013807,18.888046386280614,14.240052990540452,True,35,0,0,1.2659017353082695,1.2659017353082695,False
2934758504f6,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,9,45,44,creep,-0.02383615483976076,-0.0238361548397608,4.163336342344337e-17,0.00871463798737835,-0.011546093626419139,8.430756093247282e-16,0.16386748209931498,0.1906892387193065,7.175369949165434,7.093436208115777,False,45,0,0,0.805311431400813,0.805311431400813,False
2ac0dcd93dfd,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,3.0,26,27,25,before_adoption,-9.730558390806934,0.09210931336276662,-9.8226677041697,1.165792664525057,-7.10518196766084,3.552713678800501e-15,15.359683545783218,-0.7368745069027682,59.27902201964398,41.77651254258267,False,26,1,0,0.0,5.526250986194464,True
2bc6d5903d81,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,9,36,35,freeze_crossing,-4.841891218875025,0.039941364912702504,-4.881832583787728,2.2035223037955127,-1.912085232248259,8.881784197001252e-16,5.339734321638824,-0.3195309193015774,18.24029906889713,10.68859932428999,True,36,1,1,6.360938161396845,6.360938161396845,True
2c699c5dca73,v6_formal_v16,runs/v4r_s2/v4_pilot/supervised/final_nets.pt,4.0,19,34,33,freeze_crossing,-6.034879154196879,0.18948389517496667,-6.224363049371846,3.3017779700549967,-1.8278693110123507,0.0,5.621759331676613,-1.5158711614013605,19.452618816977882,10.41737610176773,True,34,0,0,3.968257677197279,3.968257677197279,False
318d156b7186,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,24,37,36,freeze_crossing,-6.7991839901540665,0.054212288711858125,-6.853396278865924,3.0014039595057227,-2.7779024321252344,8.881784197001252e-16,6.173951827147834,-0.4336983096934741,23.63174628908346,13.691374096643617,True,37,1,1,4.74357191261895,4.74357191261895,True
34b78e80f75f,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,2.0,26,37,36,freeze_crossing,-6.7991839901540665,0.054212288711858125,-6.853396278865924,3.0014039595057227,-2.7779024321252344,8.881784197001252e-16,6.173951827147834,-0.4336983096934741,23.63174628908346,13.691374096643617,True,37,1,1,4.74357191261895,4.74357191261895,True
36be5120e2a9,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,15,35,34,highspeed_update,-1.9253508399877894,0.018653094623814592,-1.944003934611604,0.4083963840983058,-1.2281518298913143,8.881784197001252e-16,5.407978922257116,-0.14922475699013807,18.888046386280614,14.240052990540452,True,35,0,0,1.2659017353082695,1.2659017353082695,False
3895f0244276,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,2.0,25,26,25,adoption_step,-9.41388652786582,0.12003772846984795,-9.533924256335668,1.142804615630162,-6.858998933055787,1.7763568394002505e-15,14.997319405428396,-0.9603018277601509,59.356385230027975,42.32380127097811,False,26,1,1,5.079396344479698,5.079396344479698,True
39b2ab1c6c65,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,3.0,21,37,36,highspeed_already_negative,-3.276731738863763,-0.16100098631740023,-3.1157307525463627,-0.14422977246967328,-2.929451750503871,8.881784197001252e-16,6.685602686610557,1.2880078905379762,23.59968422442704,17.1411521285754,False,37,1,1,4.556221272839011,4.556221272839011,True
3afd3909a4ab,v6_formal_v16,runs/v4r/v4_pilot/supervised/final_nets.pt,4.0,25,26,25,adoption_step,-9.691158573611013,0.07994210621651288,-9.771100679827526,1.1774224143354957,-7.060062373233869,3.552713678800501e-15,15.539081307571978,-0.6395368497322476,59.23980333968293,41.699162006069415,False,26,1,1,5.720926300535504,5.720926300535504,True
3bb61cf4c932,v6_formal_v16,constant,3.0,25,26,25,adoption_step,-9.730488295299452,0.09210967972770412,-9.822597975027156,1.165790385296205,-7.105124665708331,1.7763568394002505e-15,15.359652439470057,-0.7368774378204174,59.27883214363105,41.776407948868865,False,26,1,1,5.526245124359165,5.526245124359165,True
3d7cd120ef4d,v6_formal_v16,runs/v4r_s1/v4_pilot/supervised/final_nets.pt,4.0,30,37,36,freeze_crossing,-6.6570735869309186,-0.0285596557022183,-6.6285139312287,3.666006529039767,-1.9925060198515139,0.0,6.3217657094225945,0.2284772456182136,23.143447361127777,13.35405057518778,True,37,1,1,7.282171073050776,7.282171073050776,True
