tag,info,jerk,branch_id,target_m,t_entry_200,t_info,delay_actual_s,delay_distance_s,observed_delta_time_s,lp_reference_floor_s,lp_reference_ceil_s,lp_reference_interp_s,residual_floor_s,residual_ceil_s,residual_interp_s
v6_formal_v16,cons,2.0,4ccf59030f6a,120.0,144.35246068389878,149.0,4.647539316101216,4.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,3.0,4cd8a7eb89b2,78.0,144.35246068389878,151.5,7.147539316101216,7.13955434877488,0.02447230395796396,0.0,0.0,0.0,0.02447230395796396,0.02447230395796396,0.02447230395796396
v6_formal_v16,min,2.0,4ef34735931e,56.0,144.35246068389878,153.0,8.647539316101216,8.642917406324528,0.012106458660127828,0.0,0.0,0.0,0.012106458660127828,0.012106458660127828,0.012106458660127828
v6_formal_v16,min,3.0,5461af1c8a2c,150.0,144.35246068389878,147.0,2.6475393161012164,2.6475393161012164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,3.0,54849f70e1bb,67.0,144.35246068389878,152.5,8.147539316101216,8.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,2.0,58695fd322e7,56.0,144.35246068389878,153.5,9.147539316101216,8.851739844415874,0.9448005284760939,0.0,0.0,0.0,0.9448005284760939,0.9448005284760939,0.9448005284760939
v6_formal_v16,cons,4.0,5b41f4179714,150.0,144.35246068389878,147.0,2.6475393161012164,2.6475393161012164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,2.0,5de757db7fff,89.0,144.35246068389878,151.0,6.647539316101216,6.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,4.0,662bee7fd540,32.0,144.35246068389878,155.5,11.147539316101216,10.26107266240166,1.1308438206236247,0.26171875,0.5714843750000007,0.3531239669283319,0.8691250706236247,0.5593594456236239,0.7777198536952927
v6_formal_v16,cons,4.0,77e89b27603c,89.0,144.35246068389878,151.0,6.647539316101216,6.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,2.0,791736b02597,32.0,144.35246068389878,155.0,10.647539316101216,10.261767080607399,2.3092323042505996,0.1919642857142847,0.5026041666666679,0.2836274768932405,2.117268018536315,1.8066281375839317,2.025604827357359
v6_formal_v16,cons,2.0,7b18ffd5cfb8,67.0,144.35246068389878,152.5,8.147539316101216,8.05556176559898,0.3333680072069001,0.0,0.0,0.0,0.3333680072069001,0.3333680072069001,0.3333680072069001
v6_formal_v16,cons,3.0,7be0e0cdf6ae,67.0,144.35246068389878,152.5,8.147539316101216,8.055228581322098,0.2511748903862099,0.0,0.0,0.0,0.2511748903862099,0.2511748903862099,0.2511748903862099
v6_formal_v16,min,3.0,8ccc6f2db4d6,100.0,144.35246068389878,150.5,6.147539316101216,6.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,2.0,92e8e34f734a,78.0,144.35246068389878,151.5,7.147539316101216,7.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,2.0,9d6d7e22a1f4,89.0,144.35246068389878,151.0,6.647539316101216,6.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,3.0,a373fd08e4b9,56.0,144.35246068389878,153.5,9.147539316101216,8.85141386264948,0.7490541773539405,0.0,0.0,0.0,0.7490541773539405,0.7490541773539405,0.7490541773539405
v6_formal_v16,min,4.0,b237942915e9,89.0,144.35246068389878,151.0,6.647539316101216,6.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,3.0,b7210dc18835,120.0,144.35246068389878,149.0,4.647539316101216,4.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,3.0,ba2414033669,150.0,144.35246068389878,147.0,2.6475393161012164,2.6475393161012164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,2.0,bb1efb9a8f1b,150.0,144.35246068389878,147.0,2.6475393161012164,2.6475393161012164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,4.0,be7492266784,120.0,144.35246068389878,149.0,4.647539316101216,4.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,2.0,bee0f781c068,78.0,144.35246068389878,151.5,7.147539316101216,7.139726816101216,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.03125
v6_formal_v16,min,2.0,bf065049fb15,67.0,144.35246068389878,152.5,8.147539316101216,8.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,3.0,c0e3404ecb44,32.0,144.35246068389878,155.5,11.147539316101216,10.214433711073752,1.3591142923015411,0.3444852941176464,0.6851762820512803,0.44501592484079866,1.0146289981838947,0.6739380102502608,0.9140983674607425
v6_formal_v16,cons,4.0,c78b7c2f6aa6,67.0,144.35246068389878,152.5,8.147539316101216,8.055228581322098,0.2087290558209247,0.0,0.0,0.0,0.2087290558209247,0.2087290558209247,0.2087290558209247
v6_formal_v16,cons,2.0,c8e719ea9950,32.0,144.35246068389878,155.5,11.147539316101216,10.180727250864692,1.3827398454955642,0.5026041666666679,0.8988839285714292,0.6195378567790306,0.8801356788288963,0.483855916924135,0.7632019887165336
v6_formal_v16,min,4.0,cbe5d7a12414,100.0,144.35246068389878,150.5,6.147539316101216,6.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,2.0,d32208d6aa2e,44.0,144.35246068389878,154.5,10.147539316101216,9.532302970286054,1.3326920177178465,0.0234375,0.1919642857142847,0.07316615341804361,1.3092545177178465,1.1407277320035618,1.2595258642998028
v6_formal_v16,min,4.0,da63172e7db4,56.0,144.35246068389878,153.0,8.647539316101216,8.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,4.0,dd8db064aeea,67.0,144.35246068389878,152.5,8.147539316101216,8.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,cons,2.0,e2b20710d29f,100.0,144.35246068389878,150.5,6.147539316101216,6.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,3.0,e4a030b55715,89.0,144.35246068389878,151.0,6.647539316101216,6.647539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v6_formal_v16,min,2.0,eba9ccc6b90c,44.0,144.35246068389878,154.5,10.147539316101216,9.93530934178176,1.6460773624305887,0.0234375,0.1919642857142847,0.07316615341804361,1.6226398624305887,1.454113076716304,1.572911209012545
v6_formal_v16,cons,4.0,f35cf7b4bd72,100.0,144.35246068389878,150.5,6.147539316101216,6.147539316101216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
